《ファイル情報》,,,,,,
,測定項目情報,0x0503,CV ｻｲｸﾘｯｸﾎﾞﾙﾀﾝﾒﾄﾘ,,,
,7.88E+01,1.50E-01,-2.51E-05,-1.62E-01,カソード,
,7.89E+01,1.49E-01,-2.51E-05,-1.63E-01,カソード,
,7.90E+01,1.48E-01,-2.51E-05,-1.64E-01,カソード,
,7.91E+01,1.47E-01,-2.51E-05,-1.65E-01,カソード,
,7.92E+01,1.46E-01,-2.51E-05,-1.66E-01,カソード,
,7.93E+01,1.45E-01,-2.51E-05,-1.67E-01,カソード,
,7.94E+01,1.44E-01,-2.51E-05,-1.68E-01,カソード,
,7.95E+01,1.43E-01,-2.51E-05,-1.69E-01,カソード,
,7.96E+01,1.42E-01,-2.51E-05,-1.70E-01,カソード,
,7.97E+01,1.41E-01,-2.51E-05,-1.71E-01,カソード,
,7.98E+01,1.40E-01,-2.51E-05,-1.72E-01,カソード,
,7.99E+01,1.39E-01,-2.51E-05,-1.73E-01,カソード,
,8.00E+01,1.38E-01,-2.51E-05,-1.74E-01,カソード,
,8.01E+01,1.37E-01,-2.51E-05,-1.75E-01,カソード,
,8.02E+01,1.36E-01,-2.51E-05,-1.75E-01,カソード,
,8.03E+01,1.35E-01,-2.51E-05,-1.77E-01,カソード,
,8.04E+01,1.34E-01,-2.51E-05,-1.78E-01,カソード,
,8.05E+01,1.33E-01,-2.51E-05,-1.78E-01,カソード,
,8.06E+01,1.32E-01,-2.51E-05,-1.79E-01,カソード,
,8.07E+01,1.31E-01,-2.51E-05,-1.80E-01,カソード,
,8.08E+01,1.30E-01,-2.51E-05,-1.81E-01,カソード,
,8.09E+01,1.29E-01,-2.51E-05,-1.82E-01,カソード,
,8.10E+01,1.28E-01,-2.51E-05,-1.83E-01,カソード,
,8.11E+01,1.27E-01,-2.51E-05,-1.84E-01,カソード,
,8.12E+01,1.26E-01,-2.51E-05,-1.85E-01,カソード,
,8.13E+01,1.25E-01,-2.51E-05,-1.86E-01,カソード,
,8.14E+01,1.24E-01,-2.51E-05,-1.87E-01,カソード,
,8.15E+01,1.23E-01,-2.51E-05,-1.88E-01,カソード,
,8.16E+01,1.22E-01,-2.51E-05,-1.89E-01,カソード,
,8.17E+01,1.21E-01,-2.51E-05,-1.90E-01,カソード,
,8.18E+01,1.20E-01,-2.50E-05,-1.91E-01,カソード,
,8.19E+01,1.19E-01,-2.50E-05,-1.92E-01,カソード,
,8.20E+01,1.18E-01,-2.50E-05,-1.93E-01,カソード,
,8.21E+01,1.17E-01,-2.50E-05,-1.94E-01,カソード,
,8.22E+01,1.16E-01,-2.50E-05,-1.95E-01,カソード,
,8.23E+01,1.15E-01,-2.50E-05,-1.96E-01,カソード,
,8.24E+01,1.14E-01,-2.50E-05,-1.97E-01,カソード,
,8.25E+01,1.13E-01,-2.50E-05,-1.98E-01,カソード,
,8.26E+01,1.12E-01,-2.51E-05,-1.99E-01,カソード,
,8.27E+01,1.11E-01,-2.50E-05,-2.00E-01,カソード,
,8.28E+01,1.10E-01,-2.51E-05,-2.01E-01,カソード,
,8.29E+01,1.09E-01,-2.50E-05,-2.02E-01,カソード,
,8.30E+01,1.08E-01,-2.50E-05,-2.03E-01,カソード,
,8.31E+01,1.07E-01,-2.50E-05,-2.04E-01,カソード,
,8.32E+01,1.06E-01,-2.49E-05,-2.05E-01,カソード,
,8.33E+01,1.05E-01,-2.49E-05,-2.06E-01,カソード,
,8.34E+01,1.04E-01,-2.49E-05,-2.07E-01,カソード,
,8.35E+01,1.03E-01,-2.49E-05,-2.07E-01,カソード,
,8.36E+01,1.02E-01,-2.48E-05,-2.08E-01,カソード,
,8.37E+01,1.01E-01,-2.49E-05,-2.09E-01,カソード,
,8.38E+01,1.00E-01,-2.48E-05,-2.10E-01,カソード,
,8.39E+01,9.90E-02,-2.48E-05,-2.11E-01,カソード,
,8.40E+01,9.80E-02,-2.47E-05,-2.12E-01,カソード,
,8.41E+01,9.70E-02,-2.47E-05,-2.13E-01,カソード,
,8.42E+01,9.60E-02,-2.47E-05,-2.14E-01,カソード,
,8.43E+01,9.50E-02,-2.47E-05,-2.15E-01,カソード,
,8.44E+01,9.40E-02,-2.46E-05,-2.16E-01,カソード,
,8.45E+01,9.30E-02,-2.46E-05,-2.16E-01,カソード,
,8.46E+01,9.20E-02,-2.46E-05,-2.17E-01,カソード,
,8.47E+01,9.10E-02,-2.45E-05,-2.18E-01,カソード,
,8.48E+01,9.00E-02,-2.45E-05,-2.19E-01,カソード,
,8.49E+01,8.90E-02,-2.44E-05,-2.20E-01,カソード,
,8.50E+01,8.80E-02,-2.44E-05,-2.21E-01,カソード,
,8.51E+01,8.70E-02,-2.43E-05,-2.21E-01,カソード,
,8.52E+01,8.60E-02,-2.43E-05,-2.22E-01,カソード,
,8.53E+01,8.50E-02,-2.42E-05,-2.23E-01,カソード,
,8.54E+01,8.40E-02,-2.41E-05,-2.24E-01,カソード,
,8.55E+01,8.30E-02,-2.41E-05,-2.25E-01,カソード,
,8.56E+01,8.20E-02,-2.41E-05,-2.25E-01,カソード,
,8.57E+01,8.10E-02,-2.40E-05,-2.26E-01,カソード,
,8.58E+01,8.00E-02,-2.40E-05,-2.27E-01,カソード,
,8.59E+01,7.90E-02,-2.40E-05,-2.28E-01,カソード,
,8.60E+01,7.80E-02,-2.39E-05,-2.29E-01,カソード,
,8.61E+01,7.70E-02,-2.39E-05,-2.30E-01,カソード,
,8.62E+01,7.60E-02,-2.39E-05,-2.30E-01,カソード,
,8.63E+01,7.50E-02,-2.39E-05,-2.31E-01,カソード,
,8.64E+01,7.40E-02,-2.39E-05,-2.32E-01,カソード,
,8.65E+01,7.30E-02,-2.39E-05,-2.33E-01,カソード,
,8.66E+01,7.20E-02,-2.39E-05,-2.34E-01,カソード,
,8.67E+01,7.10E-02,-2.39E-05,-2.35E-01,カソード,
,8.68E+01,7.00E-02,-2.38E-05,-2.36E-01,カソード,
,8.69E+01,6.90E-02,-2.38E-05,-2.37E-01,カソード,
,8.70E+01,6.80E-02,-2.39E-05,-2.38E-01,カソード,
,8.71E+01,6.70E-02,-2.38E-05,-2.39E-01,カソード,
,8.72E+01,6.60E-02,-2.38E-05,-2.40E-01,カソード,
,8.73E+01,6.50E-02,-2.37E-05,-2.40E-01,カソード,
,8.74E+01,6.40E-02,-2.37E-05,-2.41E-01,カソード,
,8.75E+01,6.30E-02,-2.37E-05,-2.42E-01,カソード,
,8.76E+01,6.20E-02,-2.37E-05,-2.43E-01,カソード,
,8.77E+01,6.10E-02,-2.36E-05,-2.44E-01,カソード,
,8.78E+01,6.00E-02,-2.37E-05,-2.45E-01,カソード,
,8.79E+01,5.90E-02,-2.37E-05,-2.46E-01,カソード,
,8.80E+01,5.80E-02,-2.36E-05,-2.47E-01,カソード,
,8.81E+01,5.70E-02,-2.36E-05,-2.48E-01,カソード,
,8.82E+01,5.60E-02,-2.36E-05,-2.49E-01,カソード,
,8.83E+01,5.50E-02,-2.35E-05,-2.49E-01,カソード,
,8.84E+01,5.40E-02,-2.35E-05,-2.50E-01,カソード,
,8.85E+01,5.30E-02,-2.35E-05,-2.51E-01,カソード,
,8.86E+01,5.20E-02,-2.35E-05,-2.52E-01,カソード,
,8.87E+01,5.10E-02,-2.34E-05,-2.53E-01,カソード,
,8.88E+01,5.00E-02,-2.34E-05,-2.54E-01,カソード,
,8.89E+01,4.90E-02,-2.34E-05,-2.55E-01,カソード,
,8.90E+01,4.80E-02,-2.33E-05,-2.56E-01,カソード,
,8.91E+01,4.70E-02,-2.33E-05,-2.57E-01,カソード,
,8.92E+01,4.60E-02,-2.32E-05,-2.57E-01,カソード,
,8.93E+01,4.50E-02,-2.32E-05,-2.58E-01,カソード,
,8.94E+01,4.40E-02,-2.32E-05,-2.59E-01,カソード,
,8.95E+01,4.30E-02,-2.32E-05,-2.60E-01,カソード,
,8.96E+01,4.20E-02,-2.31E-05,-2.61E-01,カソード,
,8.97E+01,4.10E-02,-2.31E-05,-2.62E-01,カソード,
,8.98E+01,4.00E-02,-2.30E-05,-2.63E-01,カソード,
,8.99E+01,3.90E-02,-2.30E-05,-2.64E-01,カソード,
,9.00E+01,3.80E-02,-2.30E-05,-2.65E-01,カソード,
,9.01E+01,3.70E-02,-2.30E-05,-2.65E-01,カソード,
,9.02E+01,3.60E-02,-2.30E-05,-2.66E-01,カソード,
,9.03E+01,3.50E-02,-2.30E-05,-2.67E-01,カソード,
,9.04E+01,3.40E-02,-2.30E-05,-2.68E-01,カソード,
,9.05E+01,3.30E-02,-2.30E-05,-2.69E-01,カソード,
,9.06E+01,3.20E-02,-2.30E-05,-2.70E-01,カソード,
,9.07E+01,3.10E-02,-2.30E-05,-2.71E-01,カソード,
,9.08E+01,3.00E-02,-2.30E-05,-2.72E-01,カソード,
,9.09E+01,2.90E-02,-2.30E-05,-2.73E-01,カソード,
,9.10E+01,2.80E-02,-2.30E-05,-2.74E-01,カソード,
,9.11E+01,2.70E-02,-2.30E-05,-2.75E-01,カソード,
,9.12E+01,2.60E-02,-2.29E-05,-2.76E-01,カソード,
,9.13E+01,2.50E-02,-2.30E-05,-2.77E-01,カソード,
,9.14E+01,2.40E-02,-2.30E-05,-2.78E-01,カソード,
,9.15E+01,2.30E-02,-2.30E-05,-2.79E-01,カソード,
,9.16E+01,2.20E-02,-2.30E-05,-2.80E-01,カソード,
,9.17E+01,2.10E-02,-2.30E-05,-2.81E-01,カソード,
,9.18E+01,2.00E-02,-2.30E-05,-2.82E-01,カソード,
,9.19E+01,1.90E-02,-2.30E-05,-2.83E-01,カソード,
,9.20E+01,1.80E-02,-2.30E-05,-2.84E-01,カソード,
,9.21E+01,1.70E-02,-2.30E-05,-2.85E-01,カソード,
,9.22E+01,1.60E-02,-2.30E-05,-2.86E-01,カソード,
,9.23E+01,1.50E-02,-2.30E-05,-2.87E-01,カソード,
,9.24E+01,1.40E-02,-2.30E-05,-2.88E-01,カソード,
,9.25E+01,1.30E-02,-2.30E-05,-2.89E-01,カソード,
,9.26E+01,1.20E-02,-2.30E-05,-2.90E-01,カソード,
,9.27E+01,1.10E-02,-2.29E-05,-2.91E-01,カソード,
,9.28E+01,1.00E-02,-2.29E-05,-2.91E-01,カソード,
,9.29E+01,9.00E-03,-2.29E-05,-2.92E-01,カソード,
,9.30E+01,7.99E-03,-2.29E-05,-2.93E-01,カソード,
,9.31E+01,7.01E-03,-2.29E-05,-2.94E-01,カソード,
,9.32E+01,6.00E-03,-2.29E-05,-2.95E-01,カソード,
,9.33E+01,5.01E-03,-2.29E-05,-2.96E-01,カソード,
,9.34E+01,4.01E-03,-2.28E-05,-2.97E-01,カソード,
,9.35E+01,3.01E-03,-2.29E-05,-2.98E-01,カソード,
,9.36E+01,2.00E-03,-2.28E-05,-2.99E-01,カソード,
,9.37E+01,1.01E-03,-2.28E-05,-3.00E-01,カソード,
,9.38E+01,-3.00E-05,-2.29E-05,-3.01E-01,カソード,
,9.39E+01,-1.11E-03,-2.28E-05,-3.02E-01,カソード,
,9.40E+01,-2.11E-03,-2.27E-05,-3.03E-01,カソード,
,9.41E+01,-3.11E-03,-2.27E-05,-3.03E-01,カソード,
,9.42E+01,-4.11E-03,-2.27E-05,-3.04E-01,カソード,
,9.43E+01,-5.11E-03,-2.27E-05,-3.05E-01,カソード,
,9.44E+01,-6.11E-03,-2.26E-05,-3.06E-01,カソード,
,9.45E+01,-7.11E-03,-2.26E-05,-3.07E-01,カソード,
,9.46E+01,-8.11E-03,-2.25E-05,-3.08E-01,カソード,
,9.47E+01,-9.10E-03,-2.26E-05,-3.09E-01,カソード,
,9.48E+01,-1.01E-02,-2.25E-05,-3.09E-01,カソード,
,9.49E+01,-1.11E-02,-2.25E-05,-3.10E-01,カソード,
,9.50E+01,-1.21E-02,-2.25E-05,-3.11E-01,カソード,
,9.51E+01,-1.31E-02,-2.25E-05,-3.12E-01,カソード,
,9.52E+01,-1.41E-02,-2.26E-05,-3.13E-01,カソード,
,9.53E+01,-1.51E-02,-2.26E-05,-3.14E-01,カソード,
,9.54E+01,-1.61E-02,-2.25E-05,-3.15E-01,カソード,
,9.55E+01,-1.71E-02,-2.25E-05,-3.16E-01,カソード,
,9.56E+01,-1.81E-02,-2.25E-05,-3.16E-01,カソード,
,9.57E+01,-1.91E-02,-2.24E-05,-3.17E-01,カソード,
,9.58E+01,-2.01E-02,-2.24E-05,-3.18E-01,カソード,
,9.59E+01,-2.11E-02,-2.24E-05,-3.19E-01,カソード,
,9.60E+01,-2.21E-02,-2.24E-05,-3.20E-01,カソード,
,9.61E+01,-2.31E-02,-2.24E-05,-3.21E-01,カソード,
,9.62E+01,-2.41E-02,-2.24E-05,-3.22E-01,カソード,
,9.63E+01,-2.51E-02,-2.24E-05,-3.23E-01,カソード,
,9.64E+01,-2.61E-02,-2.24E-05,-3.23E-01,カソード,
,9.65E+01,-2.71E-02,-2.23E-05,-3.24E-01,カソード,
,9.66E+01,-2.81E-02,-2.23E-05,-3.25E-01,カソード,
,9.67E+01,-2.91E-02,-2.24E-05,-3.26E-01,カソード,
,9.68E+01,-3.01E-02,-2.24E-05,-3.27E-01,カソード,
,9.69E+01,-3.11E-02,-2.24E-05,-3.28E-01,カソード,
,9.70E+01,-3.21E-02,-2.24E-05,-3.29E-01,カソード,
,9.71E+01,-3.31E-02,-2.24E-05,-3.30E-01,カソード,
,9.72E+01,-3.41E-02,-2.23E-05,-3.31E-01,カソード,
,9.73E+01,-3.51E-02,-2.24E-05,-3.32E-01,カソード,
,9.74E+01,-3.61E-02,-2.23E-05,-3.33E-01,カソード,
,9.75E+01,-3.71E-02,-2.24E-05,-3.34E-01,カソード,
,9.76E+01,-3.81E-02,-2.23E-05,-3.35E-01,カソード,
,9.77E+01,-3.91E-02,-2.23E-05,-3.36E-01,カソード,
,9.78E+01,-4.01E-02,-2.23E-05,-3.37E-01,カソード,
,9.79E+01,-4.11E-02,-2.24E-05,-3.38E-01,カソード,
,9.80E+01,-4.21E-02,-2.23E-05,-3.39E-01,カソード,
,9.81E+01,-4.31E-02,-2.23E-05,-3.40E-01,カソード,
,9.82E+01,-4.41E-02,-2.23E-05,-3.41E-01,カソード,
,9.83E+01,-4.51E-02,-2.24E-05,-3.42E-01,カソード,
,9.84E+01,-4.61E-02,-2.23E-05,-3.43E-01,カソード,
,9.85E+01,-4.71E-02,-2.23E-05,-3.44E-01,カソード,
,9.86E+01,-4.81E-02,-2.24E-05,-3.45E-01,カソード,
,9.87E+01,-4.91E-02,-2.24E-05,-3.46E-01,カソード,
,9.88E+01,-5.01E-02,-2.24E-05,-3.47E-01,カソード,
,9.89E+01,-5.11E-02,-2.25E-05,-3.48E-01,カソード,
,9.90E+01,-5.20E-02,-2.25E-05,-3.49E-01,カソード,
,9.91E+01,-5.31E-02,-2.24E-05,-3.50E-01,カソード,
,9.92E+01,-5.40E-02,-2.25E-05,-3.51E-01,カソード,
,9.93E+01,-5.51E-02,-2.23E-05,-3.52E-01,カソード,
,9.94E+01,-5.61E-02,-2.23E-05,-3.53E-01,カソード,
,9.95E+01,-5.71E-02,-2.23E-05,-3.54E-01,カソード,
,9.96E+01,-5.80E-02,-2.24E-05,-3.55E-01,カソード,
,9.97E+01,-5.90E-02,-2.24E-05,-3.56E-01,カソード,
,9.98E+01,-6.01E-02,-2.24E-05,-3.57E-01,カソード,
,9.99E+01,-6.11E-02,-2.24E-05,-3.58E-01,カソード,
,1.00E+02,-6.21E-02,-2.23E-05,-3.59E-01,カソード,
,1.00E+02,-6.31E-02,-2.23E-05,-3.60E-01,カソード,
,1.00E+02,-6.41E-02,-2.23E-05,-3.61E-01,カソード,
,1.00E+02,-6.51E-02,-2.25E-05,-3.62E-01,カソード,
,1.00E+02,-6.61E-02,-2.24E-05,-3.63E-01,カソード,
,1.01E+02,-6.71E-02,-2.23E-05,-3.63E-01,カソード,
,1.01E+02,-6.81E-02,-2.23E-05,-3.64E-01,カソード,
,1.01E+02,-6.91E-02,-2.25E-05,-3.66E-01,カソード,
,1.01E+02,-7.01E-02,-2.24E-05,-3.67E-01,カソード,
,1.01E+02,-7.11E-02,-2.25E-05,-3.68E-01,カソード,
,1.01E+02,-7.21E-02,-2.25E-05,-3.69E-01,カソード,
,1.01E+02,-7.31E-02,-2.25E-05,-3.70E-01,カソード,
,1.01E+02,-7.41E-02,-2.25E-05,-3.71E-01,カソード,
,1.01E+02,-7.51E-02,-2.24E-05,-3.72E-01,カソード,
,1.01E+02,-7.61E-02,-2.25E-05,-3.73E-01,カソード,
,1.02E+02,-7.71E-02,-2.25E-05,-3.74E-01,カソード,
,1.02E+02,-7.81E-02,-2.25E-05,-3.75E-01,カソード,
,1.02E+02,-7.91E-02,-2.25E-05,-3.76E-01,カソード,
,1.02E+02,-8.01E-02,-2.26E-05,-3.77E-01,カソード,
,1.02E+02,-8.11E-02,-2.25E-05,-3.78E-01,カソード,
,1.02E+02,-8.21E-02,-2.25E-05,-3.79E-01,カソード,
,1.02E+02,-8.31E-02,-2.26E-05,-3.80E-01,カソード,
,1.02E+02,-8.41E-02,-2.25E-05,-3.81E-01,カソード,
,1.02E+02,-8.51E-02,-2.25E-05,-3.82E-01,カソード,
,1.02E+02,-8.61E-02,-2.25E-05,-3.83E-01,カソード,
,1.03E+02,-8.71E-02,-2.26E-05,-3.84E-01,カソード,
,1.03E+02,-8.81E-02,-2.26E-05,-3.85E-01,カソード,
,1.03E+02,-8.91E-02,-2.27E-05,-3.86E-01,カソード,
,1.03E+02,-9.01E-02,-2.26E-05,-3.87E-01,カソード,
,1.03E+02,-9.11E-02,-2.28E-05,-3.88E-01,カソード,
,1.03E+02,-9.21E-02,-2.27E-05,-3.89E-01,カソード,
,1.03E+02,-9.31E-02,-2.27E-05,-3.90E-01,カソード,
,1.03E+02,-9.41E-02,-2.27E-05,-3.91E-01,カソード,
,1.03E+02,-9.51E-02,-2.28E-05,-3.92E-01,カソード,
,1.03E+02,-9.61E-02,-2.28E-05,-3.94E-01,カソード,
,1.04E+02,-9.71E-02,-2.27E-05,-3.94E-01,カソード,
,1.04E+02,-9.81E-02,-2.25E-05,-3.95E-01,カソード,
,1.04E+02,-9.91E-02,-2.26E-05,-3.96E-01,カソード,
,1.04E+02,-1.00E-01,-2.27E-05,-3.97E-01,カソード,
,1.04E+02,-1.01E-01,-2.28E-05,-3.98E-01,カソード,
,1.04E+02,-1.02E-01,-2.27E-05,-3.99E-01,カソード,
,1.04E+02,-1.03E-01,-2.27E-05,-4.00E-01,カソード,
,1.04E+02,-1.04E-01,-2.27E-05,-4.01E-01,カソード,
,1.04E+02,-1.05E-01,-2.27E-05,-4.03E-01,カソード,
,1.04E+02,-1.06E-01,-2.28E-05,-4.04E-01,カソード,
,1.05E+02,-1.07E-01,-2.29E-05,-4.05E-01,カソード,
,1.05E+02,-1.08E-01,-2.29E-05,-4.06E-01,カソード,
,1.05E+02,-1.09E-01,-2.29E-05,-4.07E-01,カソード,
,1.05E+02,-1.10E-01,-2.29E-05,-4.08E-01,カソード,
,1.05E+02,-1.11E-01,-2.29E-05,-4.09E-01,カソード,
,1.05E+02,-1.12E-01,-2.30E-05,-4.10E-01,カソード,
,1.05E+02,-1.13E-01,-2.30E-05,-4.11E-01,カソード,
,1.05E+02,-1.14E-01,-2.30E-05,-4.12E-01,カソード,
,1.05E+02,-1.15E-01,-2.31E-05,-4.13E-01,カソード,
,1.05E+02,-1.16E-01,-2.31E-05,-4.14E-01,カソード,
,1.06E+02,-1.17E-01,-2.32E-05,-4.16E-01,カソード,
,1.06E+02,-1.18E-01,-2.32E-05,-4.17E-01,カソード,
,1.06E+02,-1.19E-01,-2.33E-05,-4.18E-01,カソード,
,1.06E+02,-1.20E-01,-2.33E-05,-4.19E-01,カソード,
,1.06E+02,-1.21E-01,-2.34E-05,-4.20E-01,カソード,
,1.06E+02,-1.22E-01,-2.33E-05,-4.21E-01,カソード,
,1.06E+02,-1.23E-01,-2.34E-05,-4.22E-01,カソード,
,1.06E+02,-1.24E-01,-2.35E-05,-4.23E-01,カソード,
,1.06E+02,-1.25E-01,-2.34E-05,-4.25E-01,カソード,
,1.06E+02,-1.26E-01,-2.34E-05,-4.26E-01,カソード,
,1.07E+02,-1.27E-01,-2.34E-05,-4.27E-01,カソード,
,1.07E+02,-1.28E-01,-2.34E-05,-4.28E-01,カソード,
,1.07E+02,-1.29E-01,-2.34E-05,-4.29E-01,カソード,
,1.07E+02,-1.30E-01,-2.35E-05,-4.30E-01,カソード,
,1.07E+02,-1.31E-01,-2.36E-05,-4.31E-01,カソード,
,1.07E+02,-1.32E-01,-2.37E-05,-4.32E-01,カソード,
,1.07E+02,-1.33E-01,-2.38E-05,-4.34E-01,カソード,
,1.07E+02,-1.34E-01,-2.38E-05,-4.35E-01,カソード,
,1.07E+02,-1.35E-01,-2.38E-05,-4.36E-01,カソード,
,1.07E+02,-1.36E-01,-2.39E-05,-4.37E-01,カソード,
,1.08E+02,-1.37E-01,-2.39E-05,-4.38E-01,カソード,
,1.08E+02,-1.38E-01,-2.41E-05,-4.40E-01,カソード,
,1.08E+02,-1.39E-01,-2.40E-05,-4.41E-01,カソード,
,1.08E+02,-1.40E-01,-2.38E-05,-4.42E-01,カソード,
,1.08E+02,-1.41E-01,-2.38E-05,-4.43E-01,カソード,
,1.08E+02,-1.42E-01,-2.38E-05,-4.44E-01,カソード,
,1.08E+02,-1.43E-01,-2.42E-05,-4.45E-01,カソード,
,1.08E+02,-1.44E-01,-2.41E-05,-4.46E-01,カソード,
,1.08E+02,-1.45E-01,-2.43E-05,-4.47E-01,カソード,
,1.08E+02,-1.46E-01,-2.44E-05,-4.48E-01,カソード,
,1.09E+02,-1.47E-01,-2.46E-05,-4.50E-01,カソード,
,1.09E+02,-1.48E-01,-2.46E-05,-4.51E-01,カソード,
,1.09E+02,-1.49E-01,-2.46E-05,-4.52E-01,カソード,
,1.09E+02,-1.50E-01,-2.47E-05,-4.54E-01,カソード,
,1.09E+02,-1.51E-01,-2.49E-05,-4.55E-01,カソード,
,1.09E+02,-1.52E-01,-2.50E-05,-4.56E-01,カソード,
,1.09E+02,-1.53E-01,-2.51E-05,-4.58E-01,カソード,
,1.09E+02,-1.54E-01,-2.50E-05,-4.59E-01,カソード,
,1.09E+02,-1.55E-01,-2.51E-05,-4.60E-01,カソード,
,1.09E+02,-1.56E-01,-2.50E-05,-4.61E-01,カソード,
,1.10E+02,-1.57E-01,-2.50E-05,-4.62E-01,カソード,
,1.10E+02,-1.58E-01,-2.51E-05,-4.63E-01,カソード,
,1.10E+02,-1.59E-01,-2.52E-05,-4.64E-01,カソード,
,1.10E+02,-1.60E-01,-2.52E-05,-4.66E-01,カソード,
,1.10E+02,-1.61E-01,-2.55E-05,-4.67E-01,カソード,
,1.10E+02,-1.62E-01,-2.54E-05,-4.68E-01,カソード,
,1.10E+02,-1.63E-01,-2.55E-05,-4.69E-01,カソード,
,1.10E+02,-1.64E-01,-2.56E-05,-4.70E-01,カソード,
,1.10E+02,-1.65E-01,-2.57E-05,-4.72E-01,カソード,
,1.10E+02,-1.66E-01,-2.59E-05,-4.73E-01,カソード,
,1.11E+02,-1.67E-01,-2.60E-05,-4.74E-01,カソード,
,1.11E+02,-1.68E-01,-2.61E-05,-4.76E-01,カソード,
,1.11E+02,-1.69E-01,-2.60E-05,-4.77E-01,カソード,
,1.11E+02,-1.70E-01,-2.61E-05,-4.78E-01,カソード,
,1.11E+02,-1.71E-01,-2.61E-05,-4.79E-01,カソード,
,1.11E+02,-1.72E-01,-2.62E-05,-4.80E-01,カソード,
,1.11E+02,-1.73E-01,-2.64E-05,-4.82E-01,カソード,
,1.11E+02,-1.74E-01,-2.65E-05,-4.83E-01,カソード,
,1.11E+02,-1.75E-01,-2.65E-05,-4.85E-01,カソード,
,1.11E+02,-1.76E-01,-2.66E-05,-4.86E-01,カソード,
,1.12E+02,-1.77E-01,-2.66E-05,-4.87E-01,カソード,
,1.12E+02,-1.78E-01,-2.69E-05,-4.89E-01,カソード,
,1.12E+02,-1.79E-01,-2.68E-05,-4.90E-01,カソード,
,1.12E+02,-1.80E-01,-2.70E-05,-4.91E-01,カソード,
,1.12E+02,-1.81E-01,-2.70E-05,-4.93E-01,カソード,
,1.12E+02,-1.82E-01,-2.72E-05,-4.94E-01,カソード,
,1.12E+02,-1.83E-01,-2.73E-05,-4.96E-01,カソード,
,1.12E+02,-1.84E-01,-2.74E-05,-4.97E-01,カソード,
,1.12E+02,-1.85E-01,-2.75E-05,-4.99E-01,カソード,
,1.12E+02,-1.86E-01,-2.77E-05,-5.00E-01,カソード,
,1.13E+02,-1.87E-01,-2.76E-05,-5.01E-01,カソード,
,1.13E+02,-1.88E-01,-2.77E-05,-5.03E-01,カソード,
,1.13E+02,-1.89E-01,-2.79E-05,-5.04E-01,カソード,
,1.13E+02,-1.90E-01,-2.81E-05,-5.06E-01,カソード,
,1.13E+02,-1.91E-01,-2.82E-05,-5.07E-01,カソード,
,1.13E+02,-1.92E-01,-2.86E-05,-5.09E-01,カソード,
,1.13E+02,-1.93E-01,-2.86E-05,-5.11E-01,カソード,
,1.13E+02,-1.94E-01,-2.85E-05,-5.12E-01,カソード,
,1.13E+02,-1.95E-01,-2.85E-05,-5.13E-01,カソード,
,1.13E+02,-1.96E-01,-2.87E-05,-5.14E-01,カソード,
,1.14E+02,-1.97E-01,-2.88E-05,-5.15E-01,カソード,
,1.14E+02,-1.98E-01,-2.89E-05,-5.16E-01,カソード,
,1.14E+02,-1.99E-01,-2.92E-05,-5.18E-01,カソード,
,1.14E+02,-2.00E-01,-2.95E-05,-5.20E-01,カソード,
,1.14E+02,-2.01E-01,-2.97E-05,-5.22E-01,カソード,
,1.14E+02,-2.02E-01,-2.98E-05,-5.24E-01,カソード,
,1.14E+02,-2.03E-01,-2.99E-05,-5.25E-01,カソード,
,1.14E+02,-2.04E-01,-3.00E-05,-5.27E-01,カソード,
,1.14E+02,-2.05E-01,-3.01E-05,-5.29E-01,カソード,
,1.14E+02,-2.06E-01,-3.05E-05,-5.31E-01,カソード,
,1.15E+02,-2.07E-01,-3.07E-05,-5.33E-01,カソード,
,1.15E+02,-2.08E-01,-3.10E-05,-5.35E-01,カソード,
,1.15E+02,-2.09E-01,-3.12E-05,-5.37E-01,カソード,
,1.15E+02,-2.10E-01,-3.13E-05,-5.39E-01,カソード,
,1.15E+02,-2.11E-01,-3.16E-05,-5.41E-01,カソード,
,1.15E+02,-2.12E-01,-3.18E-05,-5.43E-01,カソード,
,1.15E+02,-2.13E-01,-3.21E-05,-5.45E-01,カソード,
,1.15E+02,-2.14E-01,-3.23E-05,-5.47E-01,カソード,
,1.15E+02,-2.15E-01,-3.25E-05,-5.49E-01,カソード,
,1.15E+02,-2.16E-01,-3.27E-05,-5.51E-01,カソード,
,1.16E+02,-2.17E-01,-3.27E-05,-5.54E-01,カソード,
,1.16E+02,-2.18E-01,-3.29E-05,-5.55E-01,カソード,
,1.16E+02,-2.19E-01,-3.33E-05,-5.58E-01,カソード,
,1.16E+02,-2.20E-01,-3.35E-05,-5.60E-01,カソード,
,1.16E+02,-2.21E-01,-3.37E-05,-5.62E-01,カソード,
,1.16E+02,-2.22E-01,-3.40E-05,-5.64E-01,カソード,
,1.16E+02,-2.23E-01,-3.43E-05,-5.67E-01,カソード,
,1.16E+02,-2.24E-01,-3.45E-05,-5.69E-01,カソード,
,1.16E+02,-2.25E-01,-3.48E-05,-5.71E-01,カソード,
,1.16E+02,-2.26E-01,-3.52E-05,-5.74E-01,カソード,
,1.17E+02,-2.27E-01,-3.53E-05,-5.76E-01,カソード,
,1.17E+02,-2.28E-01,-3.56E-05,-5.79E-01,カソード,
,1.17E+02,-2.29E-01,-3.60E-05,-5.81E-01,カソード,
